Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,594,608256000,504.93,492.91,1.98,2027945.87,100%
read,read,593,607232000,505.18,492.28,1.98,2026924.09,100%
read,read,593,607232000,505.79,493.54,1.98,2024491.32,100%
read,read,593,607232000,505.7,493.89,1.98,2024896.38,100%
read,read,595,609280000,503.51,491.56,1.99,2033638.07,100%
read,read,591,605184000,507.52,494.05,1.97,2017596.09,100%
read,read,594,608256000,504.99,491.76,1.98,2027709.25,100%
read,read,595,609280000,503.85,493.15,1.98,2032288.19,100%
read,read,594,608256000,504.85,492.12,1.98,2028277.22,100%
read,read,591,605184000,507.08,493.39,1.97,2019332.99,100%
read,read,595,609280000,503.83,491.79,1.98,2032410.22,100%
read,read,593,607232000,505.76,491.62,1.98,2024619.57,100%
read,read,593,607232000,505.7,493.08,1.98,2024849.11,100%
read,read,593,607232000,505.66,491.83,1.98,2025051.69,100%
read,read,590,604160000,508.38,494.18,1.97,2014162.08,100%
read,read,592,606208000,506.21,493.66,1.98,2022803.79,100%
read,read,593,607232000,505.74,492.89,1.98,2024700.58,100%
read,read,592,606208000,506.74,494.74,1.97,2020706.8,100%
read,read,592,606208000,506.65,493.49,1.97,2021097.55,100%
read,read,594,608256000,504.87,492.08,1.98,2028216.35,100%
read,read,594,608256000,504.35,492.89,1.98,2030267.63,100%
read,read,591,605184000,507.15,493.03,1.97,2019097.19,100%
read,read,593,607232000,505.18,492.83,1.98,2026924.09,100%
read,read,591,605184000,506.94,494.47,1.97,2019919.36,100%
read,read,594,608256000,504.49,493.31,1.98,2029678.22,100%
read,read,593,607232000,505.66,492.8,1.98,2025038.18,100%
read,read,594,608256000,504.64,492.27,1.98,2029109.47,100%
read,read,590,604160000,508.04,494.52,1.97,2015505.94,100%
read,read,593,607232000,505.34,492.12,1.98,2026328.87,100%
read,read,594,608256000,504.57,492.11,1.98,2029434.43,100%
read,read,595,609280000,503.91,491.49,1.98,2032078.07,100%
read,read,594,608256000,504.46,491.75,1.98,2029834.01,100%
read,read,591,605184000,507.34,494.86,1.97,2018107.42,100%
read,read,592,606208000,506.33,492.06,1.97,2022317.93,100%
read,read,595,609280000,503.58,491.57,1.99,2033393.74,100%
read,read,593,607232000,505.12,491.61,1.98,2027208.3,100%
read,read,595,609280000,503.5,492.11,1.99,2033712.74,100%
read,read,592,606208000,506.3,492.6,1.98,2022446.12,100%
read,read,594,608256000,504.93,491.9,1.98,2027966.15,100%
read,read,596,610304000,502.8,489.69,1.99,2036559.73,100%
read,read,592,606208000,506.55,494.13,1.97,2021434.53,100%
read,read,593,607232000,505.48,492.43,1.98,2025754.28,100%
read,read,593,607232000,505.52,492.06,1.98,2025571.83,100%
read,read,595,609280000,504.14,491.98,1.98,2031102.59,100%
read,read,595,609280000,504,492.2,1.98,2031678.28,100%
read,read,596,610304000,503.26,491.06,1.99,2034712.91,100%
read,read,592,606208000,506.6,492.47,1.97,2021239.07,100%
read,read,593,607232000,505.53,493.03,1.98,2025490.75,100%
read,read,592,606208000,506.36,492.29,1.97,2022216.74,100%
read,read,596,610304000,502.83,490.49,1.99,2036423.82,100%
read,read,593,607232000,505.14,492.99,1.98,2027072.95,100%
read,read,594,608256000,504.7,491.41,1.98,2028852.28,100%
read,read,595,609280000,504.12,491.94,1.98,2031197.39,100%
read,read,595,609280000,503.39,492.28,1.99,2034126.91,100%
read,read,594,608256000,504.55,492.56,1.98,2029475.06,100%
read,read,595,609280000,504.16,491.94,1.98,2031075.51,100%
read,read,593,607232000,505.83,492.21,1.98,2024329.34,100%
read,read,594,608256000,504.56,490.98,1.98,2029475.06,100%
read,read,592,606208000,506.29,493.06,1.98,2022506.85,100%
read,read,592,606208000,506.58,493.48,1.97,2021346.9,100%
read,read,590,604160000,507.98,494.8,1.97,2015768.21,100%
read,read,595,609280000,504.16,491.49,1.98,2031048.43,100%
read,read,593,607232000,505.53,492.9,1.98,2025517.78,100%
read,read,591,605184000,507.46,492.38,1.97,2017838.27,100%
read,read,594,608256000,504.62,492.41,1.98,2029190.7,100%
read,read,594,608256000,504.92,492.39,1.98,2027979.68,100%
read,read,590,604160000,508.22,493.6,1.97,2014800.19,100%
read,read,593,607232000,505.58,491.67,1.98,2025362.39,100%
read,read,593,607232000,505.66,492.17,1.98,2025058.44,100%
read,read,597,611328000,502.15,490.65,1.99,2039167.03,100%
read,read,594,608256000,504.6,493.54,1.98,2029251.63,100%
read,read,594,608256000,504.41,493.4,1.98,2030023.7,100%
read,read,593,607232000,505.33,491.82,1.98,2026355.92,100%
read,read,592,606208000,506.21,494.52,1.98,2022824.04,100%
read,read,590,604160000,508.2,495.3,1.97,2014921.14,100%
read,read,592,606208000,506.31,493.97,1.98,2022412.38,100%
read,read,593,607232000,505.77,492.92,1.98,2024558.82,100%
read,read,592,606208000,506.53,494.16,1.97,2021528.9,100%
read,read,594,608256000,504.48,492.35,1.98,2029732.41,100%
read,read,591,605184000,507.45,493.57,1.97,2017871.91,100%
read,read,594,608256000,504.46,492.13,1.98,2029867.88,100%
read,read,593,607232000,505.23,492.64,1.98,2026761.72,100%
read,read,594,608256000,504.81,493.42,1.98,2028473.38,100%
read,read,594,608256000,504.44,491.53,1.98,2029908.53,100%
read,read,592,606208000,506.47,494.3,1.97,2021778.35,100%
read,read,593,607232000,505.62,492.69,1.98,2025173.26,100%
read,read,593,607232000,505.86,493.72,1.98,2024234.87,100%
read,read,592,606208000,506.33,494.16,1.97,2022338.17,100%
read,read,592,606208000,505.96,493.26,1.98,2023789.73,100%
read,read,590,604160000,508.1,495.38,1.97,2015290.81,100%
read,read,590,604160000,507.78,494.41,1.97,2016555.41,100%
read,read,592,606208000,506.24,493.33,1.98,2022702.55,100%
read,read,591,605184000,507.33,494.27,1.97,2018363.19,100%
read,read,590,604160000,507.88,493.61,1.97,2016151.64,100%
read,read,593,607232000,505.24,493.1,1.98,2026721.14,100%
read,read,593,607232000,505.54,492.99,1.98,2025538.05,100%
read,read,590,604160000,508.01,493.83,1.97,2015620.26,100%
read,read,595,609280000,503.71,491.49,1.99,2032898.47,100%
read,read,594,608256000,504.63,491.89,1.98,2029116.24,100%
read,read,593,607232000,505.64,492.66,1.98,2025105.72,100%
read,read,591,605184000,507.45,493.25,1.97,2017885.37,100%
read,read,590,604160000,508.43,494.88,1.97,2013967.37,100%
read,read,595,609280000,503.76,492.73,1.99,2032667.88,100%
read,read,592,606208000,506.02,491.51,1.98,2023580.31,100%
read,read,591,605184000,507.16,493.74,1.97,2019009.62,100%
read,read,589,603136000,508.59,493.66,1.97,2013345.84,100%
read,read,591,605184000,507.33,494.31,1.97,2018369.92,100%
read,read,591,605184000,506.79,493.17,1.97,2020526.31,100%
read,read,594,608256000,504.61,492.43,1.98,2029238.09,100%
read,read,592,606208000,506.56,493.46,1.97,2021394.08,100%
read,read,591,605184000,507.1,494.31,1.97,2019272.35,100%
read,read,594,608256000,504.43,491.98,1.98,2029928.85,100%
read,read,593,607232000,505.22,492.12,1.98,2026748.2,100%
read,read,591,605184000,507.01,494.7,1.97,2019656.46,100%
read,read,597,611328000,502.44,490.61,1.99,2037970.59,100%
read,read,590,604160000,507.72,494.09,1.97,2016791.01,100%
read,read,595,609280000,503.78,492.02,1.98,2032600.07,100%
read,read,591,605184000,507.24,495.69,1.97,2018699.82,100%
read,read,592,606208000,506.58,493.32,1.97,2021353.64,100%
read,read,595,609280000,503.48,492.36,1.99,2033800.99,100%
read,read,595,609280000,503.69,492.21,1.99,2032932.38,100%
read,read,596,610304000,502.62,491.8,1.99,2037259.95,100%
read,read,593,607232000,505.56,492.73,1.98,2025423.19,100%
read,read,594,608256000,504.58,491.88,1.98,2029353.18,100%
read,read,592,606208000,506.04,494.28,1.98,2023478.99,100%
read,read,595,609280000,503.81,491.2,1.98,2032478.02,100%
read,read,593,607232000,505.55,492.21,1.98,2025436.7,100%
read,read,593,607232000,505.42,492.6,1.98,2025963.8,100%
read,read,592,606208000,505.96,493.78,1.98,2023796.49,100%
read,read,593,607232000,505.35,491.91,1.98,2026295.07,100%
read,read,592,606208000,505.95,493.33,1.98,2023911.35,100%
read,read,594,608256000,504.46,493.34,1.98,2029840.78,100%
read,read,592,606208000,506.16,493.32,1.98,2023013.05,100%
read,read,591,605184000,507.28,492.67,1.97,2018524.76,100%
read,read,592,606208000,506.48,493.71,1.97,2021717.67,100%
read,read,591,605184000,507.48,495.1,1.97,2017784.45,100%
read,read,591,605184000,507.45,494.96,1.97,2017885.37,100%
read,read,594,608256000,504.9,492.32,1.98,2028033.77,100%
read,read,596,610304000,502.61,491.14,1.99,2037314.35,100%
read,read,595,609280000,503.56,491.39,1.99,2033441.24,100%
read,read,593,607232000,505.4,492.45,1.98,2026038.16,100%
read,read,591,605184000,507.37,494.36,1.97,2018201.65,100%
read,read,591,605184000,507.57,494.87,1.97,2017401.04,100%
read,read,592,606208000,506.26,493.43,1.98,2022628.31,100%
read,read,594,608256000,504.9,492.35,1.98,2028054.05,100%
read,read,594,608256000,504.63,491.99,1.98,2029170.39,100%
read,read,593,607232000,505.34,491.4,1.98,2026295.07,100%
