Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,153,156672000,1958.29,1930.3,0.51,522897.11,100%
read,read,151,154624000,1977.32,1946.61,0.51,517836.81,100%
read,read,153,156672000,1945.86,1926.25,0.51,526205.84,100%
read,read,150,153600000,1996.92,1958.39,0.5,512779.42,100%
read,read,152,155648000,1972.3,1940.33,0.51,519179.71,100%
read,read,153,156672000,1949.96,1918.25,0.51,525129.97,100%
read,read,153,156672000,1958.97,1931.79,0.51,522713.93,100%
read,read,151,154624000,1975.2,1950.17,0.51,518421.91,100%
read,read,151,154624000,1973.39,1938.94,0.51,518900.34,100%
read,read,152,155648000,1962.74,1935.63,0.51,521716.98,100%
read,read,152,155648000,1966.21,1941.15,0.51,520797.02,100%
read,read,153,156672000,1959.99,1923.18,0.51,522445.5,100%
read,read,150,153600000,1996.83,1967.48,0.5,512799.97,100%
read,read,152,155648000,1963.01,1932.52,0.51,521647.04,100%
read,read,152,155648000,1967.71,1939.9,0.51,520396.53,100%
read,read,152,155648000,1965.31,1936.22,0.51,521032.37,100%
read,read,150,153600000,1987.51,1945.61,0.5,515214.94,100%
read,read,153,156672000,1958.69,1924.82,0.51,522788.93,100%
read,read,151,154624000,1976.66,1944.1,0.51,518043.27,100%
read,read,151,154624000,1975.38,1939.87,0.51,518376.72,100%
read,read,153,156672000,1952.9,1925.09,0.51,524344.37,100%
read,read,152,155648000,1960.45,1936.36,0.51,522320.99,100%
read,read,153,156672000,1954.49,1933.78,0.51,523916.53,100%
read,read,152,155648000,1963.55,1925.93,0.51,521498.48,100%
read,read,153,156672000,1958.94,1938.16,0.51,522724.39,100%
read,read,152,155648000,1971.38,1947.24,0.51,519430.94,100%
read,read,152,155648000,1972.39,1937.44,0.51,519164.12,100%
read,read,152,155648000,1971.61,1942.24,0.51,519370.27,100%
read,read,150,153600000,1997.97,1954.08,0.5,512517.64,100%
read,read,151,154624000,1984.65,1955.27,0.5,515960.25,100%
read,read,151,154624000,1976.7,1940.54,0.51,518025.91,100%
read,read,153,156672000,1955.07,1939.28,0.51,523762.4,100%
read,read,151,154624000,1980.44,1946.61,0.5,517050.66,100%
read,read,152,155648000,1973.1,1931.85,0.51,518980.63,100%
read,read,151,154624000,1981.68,1949.97,0.5,516727.54,100%
read,read,152,155648000,1961.97,1939.46,0.51,521921.66,100%
read,read,152,155648000,1971,1940.61,0.51,519529.76,100%
read,read,152,155648000,1967.49,1946.15,0.51,520455.69,100%
read,read,151,154624000,1977.7,1953.17,0.51,517772.65,100%
read,read,152,155648000,1964.96,1935.62,0.51,521124.83,100%
read,read,151,154624000,1978.9,1949.23,0.51,517455.56,100%
read,read,152,155648000,1972.28,1938.27,0.51,519191.83,100%
read,read,151,154624000,1978.86,1944.32,0.51,517460.75,100%
read,read,153,156672000,1958.34,1934.14,0.51,522890.13,100%
read,read,152,155648000,1972.96,1938.67,0.51,519010.05,100%
read,read,153,156672000,1960.46,1941.53,0.51,522321.83,100%
read,read,152,155648000,1959.53,1935.12,0.51,522571.76,100%
read,read,151,154624000,1976.54,1941.79,0.51,518072.77,100%
read,read,151,154624000,1977.09,1955.34,0.51,517933.95,100%
read,read,151,154624000,1984.54,1952.67,0.5,515982.63,100%
read,read,152,155648000,1967.11,1937.15,0.51,520554.91,100%
read,read,153,156672000,1959.2,1935.2,0.51,522659.87,100%
